TF,diff_AS_vs_Control,pvalue,padj
ZBTB17,-0.46387751285163037,5.119689276288501e-07,1.0868614106087322e-06
POU3F1,0.21905589305361223,5.640781160120936e-07,1.1941486578529e-06
FOXD3,-0.352552538396263,5.870176707509177e-07,1.2392595271408262e-06
TLX1,-0.42209595636924496,5.886987682358612e-07,1.2393658278649712e-06
NR1H2,0.40283982693974285,6.263681779832296e-07,1.3150271139979407e-06
TFAP2C,0.3699022398060023,6.577377739310495e-07,1.3770818407371835e-06
KLF1,0.3911226953644299,6.640557977075573e-07,1.3864901270817131e-06
MTF1,-0.47582643107015066,6.754935404095845e-07,1.4065070978391348e-06
MED1,0.41102623854517684,7.145716586431649e-07,1.483810001554113e-06
FOXO1,0.4596569734564446,7.536845051974984e-07,1.5607635529975444e-06
STAT4,0.34008517811420497,8.344784223652565e-07,1.7233793505369426e-06
ATF1,-0.5128224253986033,9.066603972542387e-07,1.8673764279491094e-06
ZFP64,-0.03894624287408172,9.568016421259577e-07,1.9653222919343994e-06
HTATIP2,-0.4604414205422364,9.64510676770114e-07,1.975817019798616e-06
ZXDC,0.5121291806763164,1.0351852242477603e-06,2.1148945441620907e-06
FOXE1,0.49265381671226044,1.129824963823003e-06,2.3020562265562527e-06
STAT2,0.5638012262399532,1.1366031565741971e-06,2.309674863626711e-06
MEF2D,-0.5367364579152873,1.1903587365317955e-06,2.412460372704439e-06
ETS2,-0.47557512855364403,1.2092154856884541e-06,2.4441589604341095e-06
FOXO6,-0.3322170512041831,1.3211835114248226e-06,2.6633938161349207e-06
ELK4,0.9017504430019301,1.403702758409953e-06,2.8222595142633976e-06
GATA3,-0.3920730128766803,1.4736139141345377e-06,2.9550041549927405e-06
IRF2,0.42513126585363215,1.4809032487607468e-06,2.9618064975214935e-06
ATF2,-0.6162929803680619,1.771143761288027e-06,3.532990179997115e-06
HES1,-0.423272352109725,1.9607726145778555e-06,3.901013578741283e-06
FOXI1,-0.4913246131512714,2.041960405367253e-06,4.0519318748801895e-06
AHR,-0.4080932480328179,2.3386782643626793e-06,4.628634064884469e-06
MKX,0.2354535400293899,2.813471224717405e-06,5.553865274766826e-06
CREB5,0.36230788889590426,2.9213607231300653e-06,5.751901941914118e-06
HOXA5,-0.32181710719303147,4.066631823324282e-06,7.986150350714354e-06
NEUROD2,0.22999290298234432,4.928261557816516e-06,9.65329583489833e-06
FOXP2,-0.30413908040922166,4.967325140097355e-06,9.70479975957324e-06
HOXA11,0.2673786271094234,5.139089110171207e-06,1.0014635189051582e-05
PML,0.4810832827373729,5.180723173476321e-06,1.0069947856373412e-05
DBP,0.23818428196687896,5.292670827331565e-06,1.0261300583602012e-05
KLF12,-0.14228173308011338,5.931038598352859e-06,1.1469692963735808e-05
TBX20,-0.020553755204900492,6.091281158499969e-06,1.1749679392030398e-05
WT1,-0.35826879525277366,6.235900140575962e-06,1.1998187612247421e-05
ZNF362,0.5460868200592941,7.048711230200603e-06,1.352782963371833e-05
HOXD1,-0.4531163695375843,7.145919773032747e-06,1.3679846416888886e-05
NFE2,0.4316765455199592,7.598046059749494e-06,1.4508831671883456e-05
MYB,0.5089013274580418,7.692547079616157e-06,1.46524706278403e-05
GFI1B,0.2699642298755086,8.386222033508789e-06,1.59338218636667e-05
NR2E3,0.4236043048474316,8.58411200527572e-06,1.6269139960123558e-05
ZNF331,0.47049529332360707,9.2589630731429e-06,1.7504507302459217e-05
SMAD9,0.677415010747906,9.76637324480998e-06,1.8417974357458025e-05
ZBTB18,-0.7268151035785397,1.0169805183992743e-05,1.9131316682758627e-05
AIRE,-0.48908598383249213,1.032092823143096e-05,1.9367667792314884e-05
NKX2-2,0.24335051144010544,1.1263478019605114e-05,2.108434309088642e-05
BMAL1,-0.49208319382250076,1.1660092269420129e-05,2.177314526967886e-05
TADA2A,-0.30841034430734554,1.24172320828885e-05,2.3130138193615836e-05
FOSB,-0.5594410033754971,1.5117711031138523e-05,2.8091590180110704e-05
PPARGC1A,0.34629791317500214,1.576334472635437e-05,2.9219858517144687e-05
VEZF1,-0.5219147657208734,1.742305629686956e-05,3.221781699664444e-05
CREB1,-0.4627095074165015,1.8506630960126983e-05,3.4138445460428416e-05
