"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
1.95374654297191,6.38316074982287,11.0603574212746,2.35976603959768e-10,2.17308917896221e-08,13.8966442300013,"ANPEP"
1.69287391562167,7.41311951751411,11.0576500371861,2.37046126996682e-10,2.17308917896221e-08,13.892146083865,"RAB13"
-2.18354797923269,6.60615436455005,-11.052246981208,2.39195623777194e-10,2.17502210222361e-08,13.8831667085246,"CYBRD1"
1.10531141035376,3.53234321572174,11.0508506356154,2.39754417055307e-10,2.17502210222361e-08,13.8808455613943,"RFT1"
1.73199968338811,1.36621103796942,11.0339592001044,2.46622501405615e-10,2.2158982762368e-08,13.8527489688242,"ASPM"
-2.24360362065085,1.88623728723951,-11.0323609981849,2.47282829312779e-10,2.2158982762368e-08,13.8500888617208,"C6orf141"
-1.42555545379043,1.56876101926042,-11.0304452062691,2.48076796340668e-10,2.2158982762368e-08,13.8468997545933,"CDNF"
1.73734889589653,1.31301482301025,11.0164150240043,2.53972664046014e-10,2.25576710579978e-08,13.823531516176,"CLSPN"
1.60635044940871,2.09414215468343,11.013699778406,2.55130393755057e-10,2.25576710579978e-08,13.819006441139,"ENTPD7"
-2.0938937544101,4.34401366438269,-10.9940254850431,2.63684607099934e-10,2.31852758950515e-08,13.7861927155456,"SYNE2"
1.71268495232913,3.37266094946198,10.9884498194298,2.66162639089578e-10,2.31852758950515e-08,13.776885147176,"MCM2"
-2.31291453379055,2.32216993717848,-10.988316868024,2.66222021989339e-10,2.31852758950515e-08,13.7766631645015,"PLEKHH2"
-3.36424826431229,3.47905048111346,-10.9822148619341,2.68962352070044e-10,2.32650279268727e-08,13.7664727133272,"AC020907.2"
1.27381400689777,5.63549324390455,10.9803423316444,2.69809142337139e-10,2.32650279268727e-08,13.7633446851498,"YIF1B"
-3.11231089280605,3.50321160630051,-10.9726880037671,2.73299456456663e-10,2.34499011456264e-08,13.750554009851,"ALS2CL"
1.83895190517241,2.25813488377298,10.9682663993041,2.7533701072268e-10,2.35089218272924e-08,13.7431622201174,"CENPK"
-1.48788321543017,5.01196189835963,-10.961985607007,2.78258471997203e-10,2.36424686109623e-08,13.732658415919,"SNX21"
2.58348962908231,1.86064435488443,10.9555057120335,2.81306302411274e-10,2.37234460086918e-08,13.7218168033485,"ASPHD1"
