,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MOXD1,1118.6912518232814,1.5568933451573064,0.27777841123544733,5.604803261106099,2.0849164709105784e-08,3.726849512825333e-06
ANXA13,26.28359737337625,-1.7637081481294083,0.31495444087743374,-5.599883409219066,2.1449601955062396e-08,3.7895959547118376e-06
ASS1,309.47818453075274,-1.9124695649812549,0.34167374893045416,-5.5973558722842585,2.1764565501215375e-08,3.8010437727065103e-06
ITPA,552.6321205820585,-0.9667344767894374,0.17281891965183538,-5.593915751452682,2.2200471210740975e-08,3.833113176999982e-06
ITGB2,14.248919390951594,3.0663439408331885,0.5501423122551308,5.573728601720711,2.4934408455243212e-08,4.0817276291252995e-06
NRK,89.20146387540298,3.35952625590041,0.6024087645813463,5.576821675619489,2.4495274094898425e-08,4.0817276291252995e-06
PLXDC2,158.3191544328253,1.400143805554396,0.25143781850808733,5.568548971122104,2.5686943911677197e-08,4.0817276291252995e-06
MPDU1,247.0836598201746,-0.6965208811464769,0.12504499152136164,-5.57016216861024,2.54502340368549e-08,4.0817276291252995e-06
PYGO1,258.1985684730994,0.7728172398231894,0.13859264831872214,5.5761777352427675,2.4586073377260712e-08,4.0817276291252995e-06
ERBB3,59.68668199122524,-2.631741953971931,0.4718847702965898,-5.577086016821064,2.4458094767548428e-08,4.0817276291252995e-06
FNDC5,109.61168669006331,2.388409320776035,0.42904922213705377,5.566748982505067,2.595358441204917e-08,4.0817276291252995e-06
TIMM8A,92.11883239071845,-0.8609400128936953,0.15467707376488396,-5.566047972968265,2.60581532200312e-08,4.0817276291252995e-06
AGR2,129.03717750728606,-4.438562570818768,0.796888660450933,-5.569865391618363,2.5493621630860406e-08,4.0817276291252995e-06
PILRA,123.2616413581422,-2.2162445443325525,0.39903969502254055,-5.553945063554049,2.7929329013555773e-08,4.330185969713943e-06
DEPTOR,70.87703751131107,-2.135079068022531,0.38469272441381464,-5.550089545561102,2.8552331337538963e-08,4.3820618418441114e-06
LAMA4,241.42453751517837,-1.3649415367954687,0.2464216880453116,-5.539047912635375,3.041204407116414e-08,4.620805976172679e-06
APPL2,330.6914311503236,0.746621073241668,0.13485356984822258,5.536531766137067,3.085199039202557e-08,4.641239029865708e-06
